,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
6377493,2017-06-23 17:39:01,2017-06-23 17:52:04,782,W 42 St & Dyer Ave,9 Ave & W 18 St,Subscriber,Male,1975.0
6412559,2017-06-24 14:32:45,2017-06-24 15:10:24,2259,Henry St & Grand St,South End Ave & Liberty St,Subscriber,Male,1971.0
225345,2017-01-12 13:59:14,2017-01-12 14:06:17,423,E 33 St & 5 Ave,E 25 St & 2 Ave,Subscriber,Male,1993.0
807158,2017-02-03 10:55:10,2017-02-03 11:05:22,612,LaGuardia Pl & W 3 St,W 20 St & 8 Ave,Subscriber,Male,1990.0
3376139,2017-04-27 16:30:21,2017-04-27 16:46:41,979,W 38 St & 8 Ave,3 Ave & E 62 St,Subscriber,Male,1978.0
4587071,2017-05-21 08:36:52,2017-05-21 08:39:03,131,Hicks St & Montague St,Clark St & Henry St,Subscriber,Female,1961.0
684282,2017-01-30 12:57:44,2017-01-30 13:05:04,440,E 47 St & Park Ave,E 67 St & Park Ave,Subscriber,Male,1976.0
2118819,2017-03-27 15:40:02,2017-03-27 15:44:12,249,2 Ave & E 96 St,E 102 St & 1 Ave,Subscriber,Female,1981.0
6262260,2017-06-21 20:28:10,2017-06-21 20:45:38,1047,Pitt St & Stanton St,S 5 Pl & S 4 St,Subscriber,Female,1990.0
2223238,2017-03-30 16:30:38,2017-03-30 16:38:07,448,11 Ave & W 41 St,8 Ave & W 33 St,Subscriber,Male,1983.0
3163438,2017-04-22 10:51:52,2017-04-22 11:00:26,514,E 89 St & 3 Ave,1 Ave & E 78 St,Customer,Male,1984.0
4755195,2017-05-24 15:59:28,2017-05-24 16:06:11,402,W Broadway & Spring St,E 17 St & Broadway,Subscriber,Male,1972.0
1538937,2017-03-01 15:45:22,2017-03-01 16:06:12,1249,Broadway & W 60 St,University Pl & E 14 St,Subscriber,Female,1996.0
4842788,2017-05-26 18:03:56,2017-05-26 18:09:18,321,6 Ave & Canal St,Barclay St & Church St,Subscriber,Male,1985.0
14491,2017-01-01 20:16:44,2017-01-01 20:34:58,1093,South End Ave & Liberty St,South End Ave & Liberty St,Subscriber,Male,1996.0
3304806,2017-04-25 15:57:04,2017-04-25 16:02:24,319,W 27 St & 10 Ave,9 Ave & W 18 St,Subscriber,Male,1966.0
1773364,2017-03-09 09:03:55,2017-03-09 09:18:51,896,12 Ave & W 40 St,Barrow St & Hudson St,Subscriber,Female,1976.0
6307216,2017-06-22 16:41:51,2017-06-22 16:50:57,546,E 55 St & Lexington Ave,3 Ave & E 71 St,Subscriber,Male,1987.0
1620083,2017-03-03 18:15:20,2017-03-03 18:20:37,317,West St & Chambers St,Little West St & 1 Pl,Subscriber,Female,1983.0
5249678,2017-06-03 15:45:45,2017-06-03 15:59:57,852,Centre St & Chambers St,Howard St & Centre St,Customer,,
2195334,2017-03-29 20:06:29,2017-03-29 20:10:45,256,Court St & State St,Hicks St & Montague St,Subscriber,Male,1968.0
2924250,2017-04-17 08:01:14,2017-04-17 08:32:58,1903,Clermont Ave & Lafayette Ave,6 Ave & Canal St,Subscriber,Female,1976.0
411194,2017-01-19 17:27:30,2017-01-19 17:44:54,1043,West Drive & Prospect Park West,West Drive & Prospect Park West,Subscriber,Male,1951.0
2404629,2017-04-05 14:14:24,2017-04-05 14:24:43,618,Broadway & W 39 St,Broadway & W 24 St,Customer,Male,1982.0
3756676,2017-05-04 11:01:16,2017-05-04 11:15:14,838,E 40 St & 5 Ave,9 Ave & W 22 St,Subscriber,Female,1970.0
5572476,2017-06-09 15:02:06,2017-06-09 15:45:55,2629,W 44 St & 5 Ave,Bond St & Schermerhorn St,Subscriber,Male,1966.0
3484442,2017-04-29 13:59:30,2017-04-29 14:25:27,1556,5 Ave & E 73 St,Central Park West & W 76 St,Subscriber,Male,1989.0
1037797,2017-02-15 08:23:50,2017-02-15 08:32:30,519,Barclay St & Church St,Howard St & Centre St,Subscriber,Male,1986.0
4887561,2017-05-27 17:09:07,2017-05-27 17:35:02,1554,Grand Army Plaza & Central Park S,Central Park North & Adam Clayton Powell Blvd,Customer,,
3259385,2017-04-24 13:11:12,2017-04-24 13:16:14,302,E 24 St & Park Ave S,W 27 St & 7 Ave,Subscriber,Male,1977.0
3115495,2017-04-20 22:58:45,2017-04-20 23:12:35,830,E 15 St & 3 Ave,E 32 St & Park Ave,Subscriber,Male,2000.0
426038,2017-01-20 07:43:01,2017-01-20 07:48:49,347,Broadway & W 24 St,Broadway & E 14 St,Subscriber,Female,1972.0
3614473,2017-05-01 21:13:26,2017-05-01 21:14:57,91,W 14 St & The High Line,W 14 St & The High Line,Subscriber,Female,1982.0
4005745,2017-05-09 21:27:11,2017-05-09 21:34:34,443,W 49 St & 8 Ave,12 Ave & W 40 St,Subscriber,Male,1982.0
4774345,2017-05-24 19:20:45,2017-05-24 19:28:21,456,Greenwich Ave & 8 Ave,W 26 St & 8 Ave,Subscriber,Female,1959.0
3157559,2017-04-22 07:14:29,2017-04-22 07:18:49,260,8 Ave & W 33 St,11 Ave & W 27 St,Subscriber,Male,1971.0
3262773,2017-04-24 14:44:32,2017-04-24 14:51:00,387,8 Ave & W 31 St,W 47 St & 10 Ave,Subscriber,Male,1988.0
2643394,2017-04-11 15:23:51,2017-04-11 15:52:39,1727,DeKalb Ave & Skillman St,Old Fulton St,Subscriber,Male,1984.0
3804718,2017-05-05 16:03:07,2017-05-05 16:16:43,816,Forsyth St & Broome St,E 10 St & Avenue A,Subscriber,Male,1962.0
1899953,2017-03-19 16:20:57,2017-03-19 16:39:31,1113,Norman Ave & Leonard St,N 8 St & Driggs Ave,Subscriber,Female,1978.0
5494979,2017-06-08 10:18:25,2017-06-08 10:43:24,1498,Warren St & Church St,Leonard St & Church St,Customer,,
4217408,2017-05-14 18:36:10,2017-05-14 18:42:52,402,Warren St & Church St,Centre St & Chambers St,Subscriber,Male,1961.0
2521416,2017-04-09 02:59:57,2017-04-09 03:13:50,833,E 47 St & Park Ave,W 27 St & 7 Ave,Subscriber,Male,1988.0
2987903,2017-04-18 10:15:17,2017-04-18 10:23:24,487,E 55 St & Lexington Ave,W 43 St & 6 Ave,Subscriber,Male,1986.0
1957618,2017-03-21 18:04:26,2017-03-21 18:08:17,231,Grand St & Greene St,Carmine St & 6 Ave,Subscriber,Male,1978.0
6483591,2017-06-25 18:13:25,2017-06-25 18:36:22,1376,LaGuardia Pl & W 3 St,Greenwich St & Hubert St,Customer,,
847581,2017-02-05 09:55:26,2017-02-05 10:11:24,957,E 97 St & Madison Ave,E 72 St & York Ave,Subscriber,Male,1980.0
5015325,2017-05-30 18:50:37,2017-05-30 19:00:07,570,5 Ave & E 63 St,W 52 St & 5 Ave,Customer,,
4713744,2017-05-23 19:20:26,2017-05-23 19:27:58,452,Howard St & Centre St,Allen St & Hester St,Subscriber,Male,1961.0
5133744,2017-06-01 18:16:07,2017-06-01 18:23:22,434,N 12 St & Bedford Ave,Frost St & Meeker St,Customer,,
6002312,2017-06-16 18:16:40,2017-06-16 18:48:08,1888,Franklin St & W Broadway,12 Ave & W 40 St,Customer,,
2573188,2017-04-10 08:57:59,2017-04-10 09:05:37,458,9 Ave & W 28 St,11 Ave & W 41 St,Subscriber,Male,1982.0
6261722,2017-06-21 20:20:29,2017-06-21 20:40:13,1183,Forsyth St & Broome St,Broadway & W 36 St,Customer,,
2547052,2017-04-09 16:01:57,2017-04-09 16:17:10,912,St James Pl & Pearl St,Centre St & Chambers St,Customer,,
235098,2017-01-12 17:43:51,2017-01-12 18:00:34,1002,Maiden Ln & Pearl St,E 9 St & Avenue C,Subscriber,Male,1988.0
377817,2017-01-18 18:12:38,2017-01-18 18:21:40,542,W 52 St & 6 Ave,11 Ave & W 59 St,Subscriber,Male,1976.0
862131,2017-02-05 18:52:17,2017-02-05 18:55:30,193,E 97 St & Madison Ave,E 91 St & Park Ave,Subscriber,,
467449,2017-01-21 16:26:41,2017-01-21 16:40:09,808,E 39 St & 3 Ave,W 21 St & 6 Ave,Subscriber,Male,1954.0
910628,2017-02-07 16:40:12,2017-02-07 16:55:26,913,E 20 St & FDR Drive,W 25 St & 6 Ave,Subscriber,Female,1981.0
5508436,2017-06-08 15:15:04,2017-06-08 15:34:57,1193,5 Ave & E 73 St,Broadway & W 41 St,Subscriber,Female,1963.0
2247198,2017-04-01 08:46:14,2017-04-01 08:57:41,687,W 20 St & 7 Ave,W 43 St & 6 Ave,Subscriber,Male,1990.0
4039441,2017-05-10 15:54:33,2017-05-10 15:58:07,214,Greenwich St & Hubert St,Pier 40 - Hudson River Park,Subscriber,Male,1974.0
3926684,2017-05-08 15:43:56,2017-05-08 16:01:21,1045,E 58 St & 3 Ave,8 Ave & W 33 St,Subscriber,Male,1971.0
5512246,2017-06-08 16:21:13,2017-06-08 16:32:56,702,E 13 St & Avenue A,Pike St & E Broadway,Subscriber,Female,1973.0
4033037,2017-05-10 13:33:39,2017-05-10 14:07:10,2010,Broadway & Battery Pl,Liberty St & Broadway,Customer,,
2353651,2017-04-04 06:41:51,2017-04-04 06:46:06,255,W 26 St & 8 Ave,11 Ave & W 27 St,Subscriber,Female,1984.0
2174256,2017-03-29 13:36:26,2017-03-29 14:07:33,1867,W 37 St & 5 Ave,W 37 St & 5 Ave,Subscriber,Male,1965.0
6016918,2017-06-17 04:33:55,2017-06-17 04:39:00,305,McGuinness Blvd & Eagle St,Jackson Ave & 46 Rd,Subscriber,Male,1974.0
2279347,2017-04-02 12:31:11,2017-04-02 12:33:36,144,Richardson St & N Henry St,Graham Ave & Conselyea St,Subscriber,Male,1989.0
6082258,2017-06-18 17:13:17,2017-06-18 17:33:25,1208,Forsyth St & Canal St,Fulton St & Adams St,Subscriber,Male,1999.0
2939080,2017-04-17 13:09:58,2017-04-17 14:11:38,3700,5 Ave & E 78 St,Central Park West & W 85 St,Customer,,
209624,2017-01-12 06:59:07,2017-01-12 07:20:50,1303,Little West St & 1 Pl,W 26 St & 10 Ave,Subscriber,Male,1954.0
6223538,2017-06-21 11:14:49,2017-06-21 11:35:22,1233,Rivington St & Chrystie St,Pershing Square North,Subscriber,Male,1975.0
1878412,2017-03-13 19:13:16,2017-03-13 19:29:46,989,Bank St & Washington St,Forsyth St & Broome St,Subscriber,Male,1990.0
993352,2017-02-13 16:56:17,2017-02-13 16:58:50,153,Broadway & W 24 St,Broadway & W 29 St,Subscriber,Male,1976.0
4075249,2017-05-11 08:25:13,2017-05-11 08:33:08,475,Pershing Square South,Broadway & W 36 St,Subscriber,Male,1960.0
5966125,2017-06-16 08:17:53,2017-06-16 08:29:17,683,Broadway & E 14 St,11 Ave & W 27 St,Subscriber,Male,1969.0
3533983,2017-04-30 12:51:00,2017-04-30 12:58:17,436,Grand St & Greene St,Allen St & Rivington St,Subscriber,Male,1979.0
4937161,2017-05-28 17:49:08,2017-05-28 18:00:54,706,W 22 St & 10 Ave,8 Ave & W 33 St,Subscriber,Male,1955.0
3317972,2017-04-26 11:58:51,2017-04-26 12:15:46,1015,Centre St & Chambers St,Court St & State St,Subscriber,Male,1995.0
4617606,2017-05-21 16:12:35,2017-05-21 16:33:09,1234,MacDougal St & Prince St,West Thames St,Customer,Male,1980.0
6156878,2017-06-20 11:25:31,2017-06-20 15:03:01,13050,Broadway & W 58 St,Central Park West & W 76 St,Customer,,
5689389,2017-06-11 15:14:40,2017-06-11 15:16:08,88,Jackson Ave & 46 Rd,Jackson Ave & 46 Rd,Subscriber,Male,1979.0
2527418,2017-04-09 11:16:03,2017-04-09 11:26:20,617,W 53 St & 10 Ave,Broadway & W 41 St,Subscriber,Male,1980.0
4942921,2017-05-28 19:32:41,2017-05-28 19:44:09,687,Greenpoint Ave & Manhattan Ave,Metropolitan Ave & Bedford Ave,Subscriber,Male,1980.0
3916580,2017-05-08 11:18:17,2017-05-08 11:30:28,731,E 16 St & Irving Pl,E 35 St & 3 Ave,Subscriber,Female,1951.0
6662415,2017-06-28 16:24:53,2017-06-28 16:38:30,816,E 44 St & 2 Ave,W 38 St & 8 Ave,Subscriber,Male,1976.0
6338559,2017-06-23 06:36:33,2017-06-23 06:47:08,634,Canal St & Rutgers St,Mercer St & Spring St,Subscriber,Male,1972.0
5117484,2017-06-01 15:10:57,2017-06-01 15:28:17,1040,W 52 St & 9 Ave,9 Ave & W 28 St,Customer,,
6356481,2017-06-23 11:52:41,2017-06-23 12:14:07,1286,Cathedral Pkwy & Broadway,Central Park West & W 76 St,Subscriber,Male,1986.0
1810334,2017-03-10 07:31:26,2017-03-10 07:38:10,403,E 27 St & 1 Ave,E 17 St & Broadway,Subscriber,Male,1981.0
3980243,2017-05-09 15:08:58,2017-05-09 15:36:38,1660,Broadway & E 14 St,Spruce St & Nassau St,Subscriber,Male,1957.0
5876170,2017-06-14 18:20:51,2017-06-14 18:38:07,1035,Peck Slip & Front St,Avenue D & E 12 St,Subscriber,Male,1989.0
3939353,2017-05-08 18:26:07,2017-05-08 18:50:16,1448,9 Ave & W 45 St,E 17 St & Broadway,Subscriber,Female,1974.0
4097994,2017-05-11 15:56:04,2017-05-11 16:08:31,747,West Drive & Prospect Park West,Prospect Park West & 8 St,Subscriber,Male,1963.0
5930334,2017-06-15 16:32:08,2017-06-15 16:40:13,485,Mercer St & Spring St,W 13 St & 7 Ave,Subscriber,Male,1979.0
5425879,2017-06-07 09:07:47,2017-06-07 09:17:34,587,Broadway & W 58 St,E 55 St & 3 Ave,Subscriber,Male,1979.0
2318406,2017-04-03 08:54:27,2017-04-03 09:12:36,1089,E 27 St & 1 Ave,E 68 St & Madison Ave,Subscriber,Male,1983.0
4878826,2017-05-27 14:57:52,2017-05-27 15:10:04,732,Mott St & Prince St,St Marks Pl & 2 Ave,Subscriber,Female,1992.0
1799605,2017-03-09 18:36:56,2017-03-09 18:43:33,397,6 Ave & W 33 St,Pershing Square North,Subscriber,Male,1988.0
6210006,2017-06-21 08:01:50,2017-06-21 08:06:23,273,Berkeley Pl & 7 Ave,Douglass St & 4 Ave,Subscriber,Male,1973.0
3950052,2017-05-08 21:46:05,2017-05-08 21:54:19,494,3 Ave & E 62 St,E 71 St & 1 Ave,Subscriber,Female,1968.0
4346957,2017-05-17 06:44:54,2017-05-17 06:54:25,570,W 37 St & 10 Ave,E 39 St & 3 Ave,Subscriber,Male,1982.0
4704231,2017-05-23 17:52:43,2017-05-23 17:58:56,373,Broadway & W 36 St,Broadway & E 22 St,Subscriber,Male,1968.0
2541784,2017-04-09 14:54:40,2017-04-09 15:10:08,927,Canal St & Rutgers St,S 5 Pl & S 4 St,Subscriber,Female,1980.0
4655329,2017-05-22 18:41:15,2017-05-22 19:05:42,1467,Lafayette St & Jersey St,Fulton St & Rockwell Pl,Subscriber,Male,1975.0
5988560,2017-06-16 15:29:02,2017-06-16 15:37:10,487,Suffolk St & Stanton St,Forsyth St & Broome St,Subscriber,Male,1992.0
5255763,2017-06-03 17:04:04,2017-06-03 17:11:51,467,E 17 St & Broadway,Washington Pl & Broadway,Subscriber,Male,1985.0
4591800,2017-05-21 10:43:26,2017-05-21 10:50:03,397,Bushwick Ave & Powers St,Grand St & Havemeyer St,Subscriber,Male,1991.0
4731807,2017-05-24 08:35:14,2017-05-24 08:37:06,112,Union Ave & N 12 St,N 8 St & Driggs Ave,Subscriber,Male,1985.0
4104577,2017-05-11 17:28:32,2017-05-11 17:41:25,772,Centre St & Chambers St,Rivington St & Chrystie St,Subscriber,Female,1964.0
1210118,2017-02-20 16:04:57,2017-02-20 16:18:39,821,W 26 St & 8 Ave,E 9 St & Avenue C,Subscriber,Female,1938.0
995868,2017-02-13 17:55:39,2017-02-13 18:01:49,369,W 70 St & Amsterdam Ave,W 54 St & 9 Ave,Subscriber,Male,1989.0
4915014,2017-05-28 12:38:28,2017-05-28 12:44:26,358,5 Ave & E 29 St,W 24 St & 7 Ave,Subscriber,Male,1981.0
457266,2017-01-21 12:07:26,2017-01-21 12:13:44,377,Roebling St & N 4 St,Graham Ave & Grand St,Subscriber,Male,1982.0
2108503,2017-03-26 22:01:01,2017-03-26 22:36:05,2103,W 49 St & 8 Ave,Cathedral Pkwy & Broadway,Subscriber,Male,1988.0
3737428,2017-05-03 23:03:11,2017-05-03 23:15:57,766,1 Ave & E 30 St,E 6 St & Avenue B,Subscriber,Male,1993.0
4534736,2017-05-19 22:53:04,2017-05-19 23:24:21,1877,Hicks St & Montague St,Centre St & Chambers St,Customer,,
6077517,2017-06-18 16:05:05,2017-06-18 16:15:21,615,E 17 St & Broadway,E 39 St & 3 Ave,Subscriber,Male,1964.0
1716629,2017-03-07 20:44:45,2017-03-07 21:14:46,1801,W 39 St & 9 Ave,Grand St & Elizabeth St,Subscriber,Male,1958.0
2222954,2017-03-30 16:23:48,2017-03-30 16:29:57,369,9 Ave & W 45 St,W 52 St & 11 Ave,Subscriber,Male,1979.0
6568030,2017-06-27 08:20:17,2017-06-27 08:28:44,507,Center Blvd & Borden Ave,44 Dr & Jackson Ave,Subscriber,Male,1960.0
5346705,2017-06-05 16:40:33,2017-06-05 16:48:31,477,Broadway & E 22 St,W 17 St & 8 Ave,Subscriber,Male,1971.0
4847376,2017-05-26 19:13:14,2017-05-26 19:35:23,1328,Putnam Ave & Nostrand Ave,4 Ave & 9 St,Subscriber,Male,1990.0
4121346,2017-05-11 21:28:35,2017-05-11 21:29:42,67,E 40 St & 5 Ave,E 40 St & 5 Ave,Subscriber,Male,1984.0
1815694,2017-03-10 15:07:12,2017-03-10 15:16:48,576,E 20 St & FDR Drive,Broadway & E 14 St,Subscriber,Male,1996.0
5371658,2017-06-06 02:20:18,2017-06-06 02:46:49,1590,Duffield St & Willoughby St,Duffield St & Willoughby St,Subscriber,Male,1990.0
5771529,2017-06-12 22:48:47,2017-06-12 23:08:21,1174,Duffield St & Willoughby St,Warren St & Church St,Subscriber,Male,1967.0
2466553,2017-04-07 14:17:57,2017-04-07 14:27:38,580,W 25 St & 6 Ave,E 40 St & 5 Ave,Subscriber,Male,1973.0
4299605,2017-05-16 11:00:28,2017-05-16 11:30:11,1782,Lexington Ave & E 29 St,Cherry St,Customer,,
2160083,2017-03-29 07:42:35,2017-03-29 07:52:39,604,Broadway & W 36 St,Grand Army Plaza & Central Park S,Subscriber,Male,1983.0
2448026,2017-04-06 22:35:47,2017-04-06 22:50:43,895,1 Ave & E 68 St,Broadway & W 58 St,Subscriber,Male,1979.0
5147018,2017-06-01 21:03:25,2017-06-01 21:11:19,474,Franklin St & W Broadway,Cleveland Pl & Spring St,Subscriber,Female,1983.0
1859793,2017-03-13 08:44:07,2017-03-13 08:48:27,259,Pershing Square North,E 33 St & 5 Ave,Subscriber,Male,1979.0
2842742,2017-04-15 12:54:33,2017-04-15 13:28:44,2051,State St & Smith St,Greenpoint Ave & Manhattan Ave,Subscriber,Female,1989.0
2641703,2017-04-11 14:48:27,2017-04-11 15:02:08,820,E 17 St & Broadway,Allen St & Hester St,Subscriber,Male,1983.0
4424752,2017-05-18 09:18:41,2017-05-18 09:21:23,162,2 Ave  & E 104 St,2 Ave & E 96 St,Subscriber,Male,1965.0
948947,2017-02-08 17:21:03,2017-02-08 17:28:44,460,E 13 St & Avenue A,E 3 St & 1 Ave,Subscriber,Male,1974.0
6317602,2017-06-22 18:18:21,2017-06-22 19:13:13,3291,Dean St & 4 Ave,Carroll St & Smith St,Subscriber,Male,1969.0
4423273,2017-05-18 09:00:52,2017-05-18 09:29:39,1727,W 53 St & 10 Ave,Central Park North & Adam Clayton Powell Blvd,Subscriber,Male,1978.0
4896803,2017-05-27 20:07:38,2017-05-27 20:16:29,531,Carmine St & 6 Ave,Bank St & Hudson St,Subscriber,Female,1992.0
4755642,2017-05-24 16:07:28,2017-05-24 16:17:03,575,Central Park West & W 72 St,W 67 St & Broadway,Customer,,
6423194,2017-06-24 16:54:51,2017-06-24 17:06:39,707,Centre St & Chambers St,Grand St & Greene St,Customer,Female,1990.0
3573847,2017-05-01 09:43:56,2017-05-01 09:53:18,562,Forsyth St & Broome St,LaGuardia Pl & W 3 St,Subscriber,Male,1995.0
3150043,2017-04-21 19:11:48,2017-04-21 19:18:27,398,W 76 St & Columbus Ave,Central Park S & 6 Ave,Subscriber,Male,1980.0
5437487,2017-06-07 13:10:02,2017-06-07 13:18:20,498,Adelphi St & Myrtle Ave,Willoughby St & Fleet St,Subscriber,Female,1992.0
4292929,2017-05-16 08:58:01,2017-05-16 09:05:34,452,Lafayette St & E 8 St,E 5 St & Avenue C,Subscriber,Male,1978.0
289204,2017-01-14 13:24:27,2017-01-14 13:36:19,712,Broadway & W 24 St,Mercer St & Bleecker St,Subscriber,Male,1960.0
4254357,2017-05-15 16:26:42,2017-05-15 16:37:12,629,Grand St & Greene St,Lafayette St & Jersey St,Subscriber,Male,1980.0
1325546,2017-02-23 18:31:14,2017-02-23 18:37:44,389,E 33 St & 5 Ave,Broadway & E 22 St,Subscriber,Male,1991.0
1325435,2017-02-23 18:29:47,2017-02-23 18:46:25,998,Broadway & W 60 St,E 88 St & Park Ave,Subscriber,Male,1949.0
541823,2017-01-25 13:50:52,2017-01-25 13:55:37,284,W 27 St & 7 Ave,9 Ave & W 22 St,Subscriber,Female,1970.0
5623246,2017-06-10 12:31:35,2017-06-10 12:44:39,784,E 14 St & Avenue B,E 20 St & FDR Drive,Subscriber,Male,1967.0
6361684,2017-06-23 13:45:16,2017-06-23 14:05:40,1224,Murray St & West St,W 16 St & The High Line,Customer,,
5769776,2017-06-12 21:43:03,2017-06-12 22:11:08,1685,W 22 St & 8 Ave,W 95 St & Broadway,Subscriber,Male,1987.0
6534524,2017-06-26 17:09:23,2017-06-26 17:41:15,1912,E 47 St & Park Ave,E 51 St & 1 Ave,Subscriber,Male,1988.0
6061248,2017-06-18 12:01:24,2017-06-18 12:18:56,1051,W 13 St & Hudson St,South End Ave & Liberty St,Customer,,
4781538,2017-05-24 21:45:47,2017-05-24 21:52:57,430,Cadman Plaza E & Red Cross Pl,Carlton Ave & Flushing Ave,Subscriber,Male,1959.0
5661199,2017-06-10 22:35:06,2017-06-10 22:41:13,367,W 87 St  & Amsterdam Ave,Riverside Dr & W 78 St,Subscriber,Female,1966.0
969362,2017-02-11 16:17:08,2017-02-11 16:28:54,706,University Pl & E 14 St,E 14 St & Avenue B,Subscriber,Female,1988.0
4280846,2017-05-16 05:47:32,2017-05-16 06:11:16,1423,Canal St & Rutgers St,E 55 St & 2 Ave,Subscriber,Female,1985.0
2335788,2017-04-03 16:51:54,2017-04-03 16:57:52,358,Cooper Square & E 7 St,Allen St & Rivington St,Subscriber,Male,1978.0
6682474,2017-06-28 19:35:09,2017-06-28 19:42:02,412,Greenpoint Ave & Manhattan Ave,Berry St & N 8 St,Subscriber,Male,1983.0
5209738,2017-06-02 19:27:26,2017-06-02 19:32:09,283,Madison St & Clinton St,Pike St & Monroe St,Subscriber,Female,1966.0
694270,2017-01-30 18:16:53,2017-01-30 18:24:24,451,W 43 St & 10 Ave,W 37 St & 10 Ave,Subscriber,Male,1988.0
3363087,2017-04-27 11:53:35,2017-04-27 12:07:50,854,Broadway & W 58 St,W 21 St & 6 Ave,Subscriber,Male,1972.0
3591442,2017-05-01 16:32:39,2017-05-01 16:36:17,218,W 18 St & 6 Ave,W 13 St & 5 Ave,Subscriber,Male,1970.0
1786255,2017-03-09 14:48:13,2017-03-09 15:17:43,1769,E 16 St & 5 Ave,Pearl St & Hanover Square,Subscriber,Female,1974.0
3163011,2017-04-22 10:42:57,2017-04-22 10:57:54,897,Cathedral Pkwy & Broadway,E 106 St & 1 Ave,Subscriber,Female,1960.0
3976130,2017-05-09 13:37:20,2017-05-09 13:54:10,1010,Riverside Blvd & W 67 St,E 55 St & 3 Ave,Subscriber,Male,1977.0
472562,2017-01-21 19:16:15,2017-01-21 19:21:54,339,W 37 St & 10 Ave,8 Ave & W 31 St,Subscriber,Male,1994.0
1728530,2017-03-08 09:13:57,2017-03-08 09:21:18,441,E 14 St & Avenue B,Broadway & E 14 St,Subscriber,Male,1990.0
5226364,2017-06-03 10:36:17,2017-06-03 10:49:49,812,11 Ave & W 41 St,W 20 St & 7 Ave,Subscriber,Male,1983.0
6701144,2017-06-29 08:12:06,2017-06-29 08:23:10,663,Suffolk St & Stanton St,MacDougal St & Prince St,Subscriber,Female,1988.0
6689784,2017-06-28 21:44:06,2017-06-28 21:52:38,512,E 39 St & 2 Ave,Lexington Ave & E 24 St,Subscriber,Male,1990.0
3020525,2017-04-18 19:43:53,2017-04-18 20:00:00,967,W 107 St & Columbus Ave,W 70 St & Amsterdam Ave,Subscriber,Male,1993.0
6758101,2017-06-30 00:40:35,2017-06-30 00:48:11,455,Broadway & E 22 St,W 4 St & 7 Ave S,Subscriber,Male,1977.0
3025487,2017-04-18 22:43:54,2017-04-18 22:46:50,176,Fulton St & Rockwell Pl,Cumberland St & Lafayette Ave,Subscriber,Male,1989.0
2464619,2017-04-07 13:09:52,2017-04-07 13:12:52,179,W 33 St & 7 Ave,W 27 St & 7 Ave,Subscriber,Female,1976.0
5857547,2017-06-14 14:16:43,2017-06-14 14:31:19,875,Myrtle Ave & St Edwards St,Pearl St & Anchorage Pl,Customer,,
3210666,2017-04-23 13:55:26,2017-04-23 16:30:12,9286,E 110 St & Madison Ave,E 110 St & Madison Ave,Subscriber,Male,1956.0
1804900,2017-03-09 20:34:05,2017-03-09 20:40:43,397,Dean St & 4 Ave,Berkeley Pl & 6 Ave,Subscriber,,
4834842,2017-05-26 16:22:45,2017-05-26 16:30:07,441,8 Ave & W 33 St,W 15 St & 7 Ave,Subscriber,Male,1994.0
4864948,2017-05-27 11:20:20,2017-05-27 11:38:33,1093,12 Ave & W 40 St,11 Ave & W 59 St,Customer,,
3206575,2017-04-23 13:04:22,2017-04-23 13:15:21,659,Franklin St & W Broadway,W 22 St & 8 Ave,Subscriber,Female,1991.0
2409375,2017-04-05 16:07:31,2017-04-05 16:26:21,1129,45 Rd & 11 St,45 Rd & 11 St,Subscriber,Male,1960.0
171103,2017-01-10 18:53:10,2017-01-10 18:58:30,320,Rivington St & Ridge St,Mott St & Prince St,Subscriber,Female,1972.0
179856,2017-01-11 08:12:44,2017-01-11 08:16:10,205,Henry St & Grand St,Norfolk St & Broome St,Subscriber,Male,1973.0
5675099,2017-06-11 11:42:38,2017-06-11 11:52:25,587,Broadway & W 60 St,W 63 St & Broadway,Customer,,
2588808,2017-04-10 15:21:58,2017-04-10 15:45:23,1405,Little West St & 1 Pl,12 Ave & W 40 St,Customer,,
2686034,2017-04-12 09:48:40,2017-04-12 09:54:34,354,E 15 St & 3 Ave,Broadway & W 24 St,Subscriber,Male,1991.0
658568,2017-01-29 13:44:04,2017-01-29 15:03:06,4742,Rivington St & Chrystie St,Pier 40 - Hudson River Park,Customer,,
4864348,2017-05-27 11:10:03,2017-05-27 11:41:59,1915,Vesey Pl & River Terrace,12 Ave & W 40 St,Customer,,
2021490,2017-03-23 19:44:15,2017-03-23 19:52:18,483,2 Ave & E 31 St,E 20 St & Park Ave,Subscriber,Male,1994.0
4794132,2017-05-25 17:38:08,2017-05-25 17:44:16,368,Norman Ave & Leonard St - 2,N 8 St & Driggs Ave,Subscriber,Female,1987.0
6720359,2017-06-29 13:47:25,2017-06-29 13:51:00,215,Schermerhorn St & Court St,Kane St & Clinton St,Subscriber,Male,1948.0
869388,2017-02-06 08:09:12,2017-02-06 08:12:22,190,India St & Manhattan Ave,India St & East River,Subscriber,Male,1985.0
2386412,2017-04-05 07:38:33,2017-04-05 07:51:02,749,E 84 St & Park Ave,W 54 St & 9 Ave,Subscriber,Male,1972.0
2060976,2017-03-25 07:42:42,2017-03-25 08:31:01,2899,5 Ave & E 103 St,Pier 40 - Hudson River Park,Subscriber,Female,1981.0
