,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
1260268,2017-05-23 08:36:19,2017-05-23 08:46:30,611.308,5th & F St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Subscriber
1351539,2017-05-31 11:31:17,2017-05-31 12:03:12,1915.755,21st St N & N Pierce St,Lincoln Memorial,Customer
558430,2017-03-23 08:15:00,2017-03-23 08:25:00,572.154,15th & P St NW,17th & G St NW,Subscriber
1415054,2017-06-05 08:47:51,2017-06-05 09:00:23,752.265,Washington Adventist U / Flower Ave & Division St,Takoma Metro,Subscriber
1716769,2017-06-28 07:26:56,2017-06-28 07:41:23,866.5269999999999,New Hampshire Ave & 24th St NW,15th & Euclid St  NW,Subscriber
915141,2017-04-21 12:29:09,2017-04-21 12:40:30,681.3939999999999,N Quincy St & Glebe Rd,Fairfax Dr & Wilson Blvd,Customer
1108216,2017-05-09 12:54:56,2017-05-09 01:19:27,1471.201,34th & Water St NW,15th & P St NW,Subscriber
1445151,2017-06-08 02:48:08,2017-06-08 02:56:54,525.217,4th & East Capitol St NE,Washington & Independence Ave SW/HHS,Subscriber
571236,2017-03-24 17:07:00,2017-03-24 17:21:00,815.831,5th & F St NW,M St & Delaware Ave NE,Subscriber
1730775,2017-06-29 07:19:36,2017-06-29 07:35:26,950.454,Florida Ave & R St NW,10th & U St NW,Subscriber
3657,2017-01-01 19:23:00,2017-01-01 19:32:00,530.53,Adams Mill & Columbia Rd NW,Harvard St & Adams Mill Rd NW,Subscriber
1478352,2017-06-10 05:53:48,2017-06-10 06:20:15,1586.994,Lee Hwy & N Scott St,20th & Crystal Dr,Subscriber
639275,2017-03-30 17:28:00,2017-03-30 17:47:00,1121.6580000000001,18th & R St NW,5th & K St NW,Subscriber
1309569,2017-05-28 05:01:59,2017-05-28 05:10:58,538.9730000000001,11th & Kenyon St NW,17th & Corcoran St NW,Subscriber
714937,2017-04-07 03:31:55,2017-04-07 03:50:05,1089.529,Potomac Ave & 8th St SE,5th St & Massachusetts Ave NW,Subscriber
1283269,2017-05-26 02:36:55,2017-05-26 02:47:10,614.992,13th St & New York Ave NW,New Jersey Ave & L St NW,Subscriber
1005784,2017-04-30 06:49:10,2017-04-30 07:07:21,1091.174,3rd & H St NE,M St & New Jersey Ave SE,Subscriber
204206,2017-02-05 13:42:00,2017-02-05 13:47:00,273.573,14th & Upshur St NW,9th & Upshur St NW,Subscriber
1640169,2017-06-23 02:49:03,2017-06-23 03:14:24,1520.156,S Arlington Mill Dr & Campbell Ave,S Arlington Mill Dr & Campbell Ave,Customer
1110698,2017-05-10 04:30:25,2017-05-10 04:39:05,520.484,22nd & I St NW / Foggy Bottom,Massachusetts Ave & Dupont Circle NW,Subscriber
1314171,2017-05-28 10:30:53,2017-05-28 10:35:54,301.574,17th St & Massachusetts Ave NW,18th & M St NW,Subscriber
1363122,2017-06-01 09:02:50,2017-06-01 09:06:55,245.108,3rd & D St SE,4th & East Capitol St NE,Subscriber
1137207,2017-05-13 07:35:13,2017-05-13 07:44:20,546.816,19th & East Capitol St SE,Potomac & Pennsylvania Ave SE,Customer
70093,2017-01-15 12:26:00,2017-01-15 12:35:00,585.063,5th & K St NW,Jefferson Dr & 14th St SW,Subscriber
616648,2017-03-28 18:14:00,2017-03-28 18:29:00,929.9680000000001,Saint Asaph & Madison St,Mount Vernon Ave & Kennedy St,Subscriber
1444525,2017-06-08 01:38:19,2017-06-08 01:39:47,88.249,17th & K St NW / Farragut Square,16th & K St NW,Subscriber
774180,2017-04-11 08:45:55,2017-04-11 09:02:09,974.6510000000001,20th & O St NW / Dupont South,14th & V St NW,Customer
1746429,2017-06-30 08:20:18,2017-06-30 08:31:52,694.1439999999999,North Capitol St & G Pl NE,8th & H St NW,Subscriber
720460,2017-04-07 10:04:47,2017-04-07 10:12:02,435.166,17th & K St NW,21st St & Constitution Ave NW,Subscriber
212615,2017-02-06 17:07:00,2017-02-06 17:11:00,244.732,Georgia & New Hampshire Ave NW,14th St & Spring Rd NW,Subscriber
580678,2017-03-25 13:18:00,2017-03-25 15:05:00,6410.496,3rd St & Pennsylvania Ave SE,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1547100,2017-06-15 08:35:13,2017-06-15 08:42:47,454.05800000000005,17th & Corcoran St NW,21st & I St NW,Subscriber
791012,2017-04-12 10:42:43,2017-04-12 10:48:51,367.827,Eckington Pl & Q St NE,4th & W St NE,Subscriber
1507080,2017-06-12 08:06:50,2017-06-12 08:21:10,860.062,37th & O St NW / Georgetown University,19th & K St NW,Subscriber
1336233,2017-05-30 07:21:27,2017-05-30 07:37:37,969.5980000000001,D St & Maryland Ave NE,L'Enfant Plaza / 7th & C St SW,Subscriber
566114,2017-03-24 06:37:00,2017-03-24 06:42:00,337.23400000000004,Massachusetts Ave & Dupont Circle NW,14th & V St NW,Subscriber
595629,2017-03-26 15:57:00,2017-03-26 16:13:00,1006.945,L'Enfant Plaza / 7th & C St SW,7th & T St NW,Subscriber
1117854,2017-05-10 08:30:14,2017-05-10 08:36:05,350.62300000000005,12th & U St NW,California St & Florida Ave NW,Subscriber
579407,2017-03-25 12:30:00,2017-03-25 13:06:00,2153.9410000000003,Jefferson Memorial,Neal St & Trinidad Ave NE,Customer
519486,2017-03-18 15:07:00,2017-03-18 15:32:00,1451.844,1st & M St NE,1st & D St SE,Customer
774083,2017-04-11 08:42:57,2017-04-11 08:46:24,206.595,6th & H St NE,Columbus Circle / Union Station,Subscriber
144994,2017-01-27 08:10:00,2017-01-27 08:26:00,960.6110000000001,Columbus Circle / Union Station,Jefferson Dr & 14th St SW,Subscriber
695373,2017-04-05 02:47:06,2017-04-05 02:54:59,472.829,17th & K St NW,5th St & Massachusetts Ave NW,Subscriber
239786,2017-02-09 17:00:00,2017-02-09 17:07:00,424.824,18th & R St NW,19th & K St NW,Subscriber
1231905,2017-05-20 12:37:18,2017-05-20 01:20:52,2613.803,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
954235,2017-04-26 09:19:42,2017-04-26 09:22:29,167.398,Thomas Circle,12th & L St NW,Subscriber
1539049,2017-06-15 03:46:36,2017-06-15 04:37:26,3050.6609999999996,37th & O St NW / Georgetown University,Wisconsin Ave & O St NW,Customer
1486678,2017-06-10 12:31:03,2017-06-10 12:44:25,802.51,8th & Eye St SE / Barracks Row,Eastern Market / 7th & North Carolina Ave SE,Subscriber
210570,2017-02-06 12:16:00,2017-02-06 12:29:00,770.051,15th & P St NW,24th & N St NW,Subscriber
10397,2017-01-04 07:56:00,2017-01-04 08:05:00,569.4540000000001,New Jersey Ave & R St NW,15th & L St NW,Subscriber
1290217,2017-05-26 08:03:38,2017-05-26 08:17:16,818.074,3rd & H St NW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1740733,2017-06-30 04:41:19,2017-06-30 04:55:59,879.6460000000001,4th & C St SW,4th St & Madison Dr NW,Customer
606404,2017-03-27 18:37:00,2017-03-27 18:48:00,679.135,15th & K St NW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
315839,2017-02-19 18:22:00,2017-02-19 18:26:00,253.87900000000002,5th & F St NW,8th & D St NW,Subscriber
794575,2017-04-13 03:38:07,2017-04-13 03:44:37,389.699,8th & O St NW,15th & P St NW,Subscriber
44224,2017-01-11 08:52:00,2017-01-11 09:00:00,477.79,3rd & D St SE,4th & M St SW,Subscriber
1502752,2017-06-12 05:36:11,2017-06-12 05:56:17,1206.76,10th St & Constitution Ave NW,17th St & Independence Ave SW,Customer
307556,2017-02-19 12:05:00,2017-02-19 12:26:00,1288.178,Maryland & Independence Ave SW,5th St & Massachusetts Ave NW,Customer
1588179,2017-06-19 01:19:56,2017-06-19 02:21:56,3719.9559999999997,Connecticut & Nebraska Ave NW,Connecticut & Nebraska Ave NW,Customer
305236,2017-02-19 07:09:00,2017-02-19 07:50:00,2426.917,Central Library / N Quincy St & 10th St N,Tenleytown / Wisconsin Ave & Albemarle St NW,Customer
552824,2017-03-22 14:24:00,2017-03-22 14:37:00,785.46,20th & O St NW / Dupont South,US Dept of State / Virginia Ave & 21st St NW,Subscriber
1233086,2017-05-21 01:37:09,2017-05-21 03:37:08,7198.24,1st & K St SE,1st & K St SE,Customer
1682145,2017-06-26 04:35:04,2017-06-26 05:02:05,1621.02,14th St & Colorado Ave NW,Spring St & Second Ave,Subscriber
579553,2017-03-25 12:37:00,2017-03-25 12:58:00,1258.538,13th St & New York Ave NW,Rhode Island Ave Metro,Customer
1255935,2017-05-23 05:26:29,2017-05-23 05:45:13,1123.8110000000001,Bethesda Metro,39th & Veazey St NW,Subscriber
1569769,2017-06-17 06:44:28,2017-06-17 06:49:22,294.658,14th & D St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
765892,2017-04-11 04:29:33,2017-04-11 04:37:36,482.98699999999997,37th & O St NW / Georgetown University,Lynn & 19th St North,Subscriber
1222840,2017-05-20 04:21:43,2017-05-20 04:41:46,1203.024,4th St & Madison Dr NW,Eastern Market / 7th & North Carolina Ave SE,Customer
150081,2017-01-27 19:12:00,2017-01-27 19:19:00,428.707,Massachusetts Ave & Dupont Circle NW,14th & R St NW,Subscriber
454389,2017-03-08 08:49:00,2017-03-08 08:58:00,542.034,15th & F St NE,4th & East Capitol St NE,Subscriber
1181396,2017-05-17 03:50:52,2017-05-17 04:07:46,1014.7639999999999,17th St & Independence Ave SW,10th St & Constitution Ave NW,Customer
641854,2017-03-30 20:19:00,2017-03-30 20:21:00,143.379,18th St & Pennsylvania Ave NW,22nd & I St NW / Foggy Bottom,Subscriber
183415,2017-02-02 07:04:00,2017-02-02 07:06:00,138.993,16th & Irving St NW,Park Rd & Holmead Pl NW,Subscriber
1533349,2017-06-14 08:29:29,2017-06-14 08:32:46,196.94099999999997,Crystal City Metro / 18th & Bell St,26th & S Clark St,Subscriber
1440600,2017-06-07 08:29:26,2017-06-07 08:40:48,681.99,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,Bethesda Ave & Arlington Rd,Subscriber
597885,2017-03-27 05:49:00,2017-03-27 06:05:00,965.466,New Jersey Ave & N St NW/Dunbar HS,13th & H St NE,Customer
170001,2017-01-31 12:42:00,2017-01-31 12:49:00,415.545,4th & E St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Subscriber
884620,2017-04-19 07:37:56,2017-04-19 09:59:02,8465.695,Jefferson Dr & 14th St SW,Jefferson Dr & 14th St SW,Customer
726240,2017-04-08 04:35:18,2017-04-08 05:00:15,1496.372,Massachusetts Ave & Dupont Circle NW,New York Ave & 15th St NW,Customer
553286,2017-03-22 15:45:00,2017-03-22 15:47:00,113.54899999999999,22nd & I St NW / Foggy Bottom,New Hampshire Ave & 24th St NW,Subscriber
288672,2017-02-17 09:17:00,2017-02-17 09:25:00,484.84,5th St & Massachusetts Ave NW,14th & G St NW,Subscriber
303648,2017-02-18 18:49:00,2017-02-18 18:59:00,580.241,23rd & E St NW ,Lincoln Memorial,Customer
496439,2017-03-13 17:54:00,2017-03-13 18:12:00,1082.388,California St & Florida Ave NW,1st & O St NW,Subscriber
1621362,2017-06-21 08:37:23,2017-06-21 09:07:11,1787.4589999999998,Market Square / King St & Royal St,Market Square / King St & Royal St,Customer
150207,2017-01-27 19:36:00,2017-01-27 19:40:00,228.12099999999998,15th & W St NW,California St & Florida Ave NW,Subscriber
1684669,2017-06-26 06:01:08,2017-06-26 06:06:11,303.047,Good Hope Rd & MLK Ave SE,Anacostia Metro,Subscriber
876452,2017-04-18 10:33:03,2017-04-18 11:05:08,1924.47,Columbus Circle / Union Station,Georgetown Harbor / 30th St NW,Subscriber
518817,2017-03-18 14:25:00,2017-03-18 14:54:00,1747.369,9th & Upshur St NW,19th & L St NW,Subscriber
584040,2017-03-25 15:25:00,2017-03-25 16:42:00,4616.002,Jefferson Memorial,20th & E St NW,Customer
125688,2017-01-24 19:06:00,2017-01-24 19:14:00,470.931,Van Ness Metro / UDC,Connecticut & Nebraska Ave NW,Subscriber
380428,2017-02-26 12:06:00,2017-02-26 12:11:00,327.123,Massachusetts Ave & Dupont Circle NW,15th & P St NW,Subscriber
1529116,2017-06-14 06:25:23,2017-06-14 06:36:40,676.625,Florida Ave & R St NW,18th & R St NW,Subscriber
110217,2017-01-21 16:14:00,2017-01-21 16:18:00,239.5,15th & N Scott St,Iwo Jima Memorial/N Meade & 14th St N,Subscriber
1394516,2017-06-04 01:17:38,2017-06-04 01:27:55,616.485,New Jersey Ave & R St NW,14th & Girard St NW,Subscriber
898788,2017-04-20 08:26:30,2017-04-20 08:37:56,686.047,New Jersey Ave & R St NW,18th & R St NW,Subscriber
255896,2017-02-12 12:54:00,2017-02-12 13:27:00,1957.114,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
793689,2017-04-13 02:33:02,2017-04-13 02:35:41,158.77,8th & H St NW,10th & G St NW,Subscriber
896888,2017-04-20 07:13:55,2017-04-20 07:26:29,754.459,Potomac & Swann Ave,Mount Vernon Ave & Kennedy St,Subscriber
1579520,2017-06-18 03:45:01,2017-06-18 04:00:03,901.76,Columbus Circle / Union Station,19th & East Capitol St SE,Customer
1124695,2017-05-11 08:56:59,2017-05-11 09:01:41,281.985,2nd St & Massachusetts Ave NE,Maryland Ave & E St NE,Subscriber
139595,2017-01-26 13:32:00,2017-01-26 13:38:00,392.714,Pentagon City Metro / 12th & S Hayes St,Crystal City Metro / 18th & Bell St,Subscriber
1148829,2017-05-14 08:08:36,2017-05-14 08:18:02,566.015,Calvert St & Woodley Pl NW,Park Rd & Holmead Pl NW,Subscriber
1433776,2017-06-07 04:35:45,2017-06-07 04:45:25,580.607,10th & E St NW,17th & K St NW / Farragut Square,Subscriber
596791,2017-03-26 18:10:00,2017-03-26 18:51:00,2405.074,6th St & Indiana Ave NW,5th St & Massachusetts Ave NW,Customer
302512,2017-02-18 17:19:00,2017-02-18 17:28:00,571.145,11th & S St NW,18th & R St NW,Subscriber
82057,2017-01-17 17:43:00,2017-01-17 18:04:00,1293.4089999999999,14th St & New York Ave NW,34th & Water St NW,Subscriber
801437,2017-04-13 07:42:40,2017-04-13 08:12:12,1772.106,14th & D St NW / Ronald Reagan Building,Park Rd & Holmead Pl NW,Subscriber
397485,2017-02-28 12:59:00,2017-02-28 13:05:00,347.713,Bethesda Metro,Battery Ln & Trolley Trail,Subscriber
464716,2017-03-09 08:09:00,2017-03-09 08:24:00,920.966,20th & L St NW,8th & O St NW,Subscriber
1218233,2017-05-19 12:33:05,2017-05-19 12:39:40,395.32199999999995,Ballston Metro / N Stuart & 9th St N,George Mason Dr & Wilson Blvd,Subscriber
456306,2017-03-08 12:52:00,2017-03-08 12:56:00,261.845,Eastern Market Metro / Pennsylvania Ave & 7th St SE,14th & D St SE,Subscriber
1537888,2017-06-15 01:54:43,2017-06-15 02:11:09,985.58,21st & M St NW,Adams Mill & Columbia Rd NW,Customer
1262235,2017-05-23 11:20:02,2017-05-23 11:25:11,308.895,King St & Patrick St,Saint Asaph & Madison St,Subscriber
560924,2017-03-23 14:07:00,2017-03-23 17:24:00,11820.733,Independence Ave & L'Enfant Plaza SW/DOE,Jefferson Dr & 14th St SW,Customer
3408,2017-01-01 17:59:00,2017-01-01 18:04:00,313.92900000000003,3rd & H St NE,Maryland Ave & E St NE,Subscriber
536222,2017-03-20 18:20:00,2017-03-20 18:32:00,693.8430000000001,8th & East Capitol St NE,6th St & Indiana Ave NW,Subscriber
1466160,2017-06-09 07:35:23,2017-06-09 07:43:11,467.716,5th & K St NW,L'Enfant Plaza / 7th & C St SW,Subscriber
466528,2017-03-09 10:18:00,2017-03-09 10:31:00,794.535,5th St & Massachusetts Ave NW,4th & East Capitol St NE,Customer
1013695,2017-05-01 02:57:03,2017-05-01 03:14:16,1033.098,Independence Ave & L'Enfant Plaza SW/DOE,10th St & Constitution Ave NW,Customer
212566,2017-02-06 17:05:00,2017-02-06 17:09:00,274.762,Court House Metro / 15th & N Uhle St ,N Pershing Dr & Wayne St,Subscriber
1140286,2017-05-13 12:13:01,2017-05-13 12:42:57,1796.264,39th & Calvert St NW / Stoddert,Columbia Rd & Belmont St NW,Customer
527341,2017-03-19 16:57:00,2017-03-19 17:12:00,898.845,14th & R St NW,Eckington Pl & Q St NE,Subscriber
396078,2017-02-28 09:15:00,2017-02-28 09:20:00,261.4,10th & K St NW,3rd & H St NW,Subscriber
1685832,2017-06-26 06:36:09,2017-06-26 06:55:15,1145.567,5th & K St NW,1st & N St  SE,Subscriber
1446873,2017-06-08 04:53:50,2017-06-08 04:56:53,182.553,13th St & New York Ave NW,10th & K St NW,Subscriber
1646891,2017-06-23 08:29:12,2017-06-23 08:46:01,1008.9019999999999,Hamlin & 7th St NE,14th & Rhode Island Ave NW,Subscriber
1371481,2017-06-02 06:04:17,2017-06-02 06:13:18,540.3530000000001,18th & C St NW,12th & L St NW,Subscriber
257810,2017-02-12 16:44:00,2017-02-12 16:52:00,512.258,19th & L St NW,23rd & E St NW ,Subscriber
836443,2017-04-15 10:02:29,2017-04-15 10:42:46,2416.9339999999997,10th & G St NW,Jefferson Dr & 14th St SW,Customer
1608448,2017-06-20 09:15:32,2017-06-20 09:41:43,1571.0620000000001,34th St & Wisconsin Ave NW,16th & Harvard St NW,Customer
345586,2017-02-22 22:16:00,2017-02-22 22:22:00,367.455,7th & F St NW/Portrait Gallery,L'Enfant Plaza / 7th & C St SW,Subscriber
420844,2017-03-03 11:42:00,2017-03-03 11:49:00,409.80400000000003,New Jersey Ave & R St NW,5th & K St NW,Subscriber
1519455,2017-06-13 08:05:27,2017-06-13 08:10:54,327.008,S Four Mile Run & Walter Reed Dr,Shirlington Transit Center / S Quincy & Randolph St,Subscriber
1740668,2017-06-30 04:38:17,2017-06-30 04:53:27,910.566,39th & Calvert St NW / Stoddert,23rd & E St NW ,Subscriber
526008,2017-03-19 14:46:00,2017-03-19 14:55:00,505.67,Columbia Rd & Belmont St NW,15th & K St NW,Subscriber
326377,2017-02-20 19:07:00,2017-02-20 19:33:00,1550.8370000000002,2nd St & Massachusetts Ave NE,2nd St & Massachusetts Ave NE,Customer
1638889,2017-06-22 12:55:05,2017-06-22 01:01:33,387.759,14th St & New York Ave NW,5th St & Massachusetts Ave NW,Subscriber
693458,2017-04-04 11:58:00,2017-04-04 12:12:10,849.5369999999999,18th & C St NW,Lincoln Memorial,Customer
1404196,2017-06-04 10:50:59,2017-06-04 11:01:14,615.388,Rolfe St & 9th St S,Walter Reed Community Center / Walter Reed Dr & 16th St S,Subscriber
1263868,2017-05-24 02:15:28,2017-05-24 02:29:56,867.485,31st & Water St NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
629730,2017-03-29 18:34:00,2017-03-29 18:53:00,1171.5439999999999,Metro Center / 12th & G St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
600866,2017-03-27 12:37:00,2017-03-27 14:44:00,7589.138000000001,10th St & Constitution Ave NW,10th & G St NW,Customer
1280297,2017-05-25 09:41:36,2017-05-25 09:58:25,1009.41,5th & K St NW,15th St & Massachusetts Ave SE,Subscriber
1160574,2017-05-15 07:09:19,2017-05-15 07:46:11,2211.822,Lincoln Memorial,Eastern Market / 7th & North Carolina Ave SE,Customer
691463,2017-04-04 08:57:37,2017-04-04 09:10:14,757.6310000000001,North Capitol St & F St NW,4th & M St SW,Subscriber
103578,2017-01-20 19:38:00,2017-01-20 19:51:00,824.926,15th & L St NW,21st St & Pennsylvania Ave NW,Subscriber
141582,2017-01-26 17:41:00,2017-01-26 17:52:00,665.645,10th & K St NW,19th & G St NW,Subscriber
1678050,2017-06-25 12:00:54,2017-06-25 12:31:15,1820.105,8th & H St NW,Jefferson Dr & 14th St SW,Customer
208263,2017-02-06 07:47:00,2017-02-06 07:53:00,317.103,3rd & H St NE,Columbus Circle / Union Station,Subscriber
862507,2017-04-17 09:09:53,2017-04-17 09:47:48,2275.499,14th & Rhode Island Ave NW,Lincoln Memorial,Customer
1459609,2017-06-09 02:42:35,2017-06-09 04:29:15,6400.714,34th & Water St NW,Calvert St & Woodley Pl NW,Customer
703263,2017-04-05 08:16:25,2017-04-05 08:24:00,455.019,14th & V St NW,20th & O St NW / Dupont South,Subscriber
1021384,2017-05-01 09:08:52,2017-05-01 09:14:49,357.41900000000004,17th St & Independence Ave SW,17th St & Independence Ave SW,Customer
444660,2017-03-07 07:40:00,2017-03-07 08:03:00,1390.527,15th & F St NE,USDA / 12th & Independence Ave SW,Subscriber
1390109,2017-06-03 09:50:16,2017-06-03 10:02:40,744.404,14th & Rhode Island Ave NW,18th St & Pennsylvania Ave NW,Subscriber
647633,2017-04-01 02:07:01,2017-04-01 02:21:10,849.561,20th & O St NW / Dupont South,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
189630,2017-02-02 19:03:00,2017-02-02 19:17:00,863.337,14th & G St NW,4th & M St SW,Subscriber
266572,2017-02-14 07:59:00,2017-02-14 08:05:00,379.111,5th & K St NW,10th St & Constitution Ave NW,Subscriber
650042,2017-04-01 04:24:25,2017-04-01 04:37:19,773.992,3rd & Elm St NW,10th & U St NW,Subscriber
841188,2017-04-16 01:15:27,2017-04-16 01:21:07,339.79900000000004,8th & O St NW,11th & S St NW,Customer
236925,2017-02-09 07:50:00,2017-02-09 08:07:00,1014.8910000000001,3rd & Elm St NW,14th & D St NW / Ronald Reagan Building,Subscriber
1341574,2017-05-31 03:18:06,2017-05-31 03:36:28,1102.0819999999999,19th St & Pennsylvania Ave NW,Potomac & M St NW,Subscriber
1021699,2017-05-01 09:29:33,2017-05-01 09:37:24,471.23900000000003,20th St & Florida Ave NW,20th & O St NW / Dupont South,Subscriber
714414,2017-04-07 02:01:24,2017-04-07 02:05:26,242.528,5th & F St NW,10th & G St NW,Subscriber
1701850,2017-06-27 07:35:56,2017-06-27 07:42:46,410.72900000000004,Lee Hwy & N Adams St,Lynn & 19th St North,Subscriber
729180,2017-04-08 07:33:43,2017-04-08 08:04:35,1851.45,Henry Bacon Dr & Lincoln Memorial Circle NW,12th St & Pennsylvania Ave SE,Customer
127252,2017-01-25 07:01:00,2017-01-25 07:15:00,820.096,5th St & Massachusetts Ave NW,22nd & I St NW / Foggy Bottom,Subscriber
1347906,2017-05-31 08:12:11,2017-05-31 08:21:43,572.27,Georgetown Harbor / 30th St NW,Massachusetts Ave & Dupont Circle NW,Customer
1522830,2017-06-13 10:47:00,2017-06-13 11:13:13,1572.993,Jefferson Dr & 14th St SW,Potomac & Pennsylvania Ave SE,Customer
1271552,2017-05-24 08:31:35,2017-05-24 08:43:49,734.073,New Jersey Ave & R St NW,Rhode Island & Connecticut Ave NW,Subscriber
37070,2017-01-10 07:02:00,2017-01-10 07:09:00,365.17900000000003,11th & M St NW,21st & M St NW,Subscriber
1078257,2017-05-07 04:35:20,2017-05-07 05:06:14,1853.7320000000002,Constitution Ave & 2nd St NW/DOL,Jefferson Dr & 14th St SW,Customer
1351220,2017-05-31 10:56:33,2017-05-31 11:08:47,734.697,22nd St & Constitution Ave NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
463506,2017-03-09 06:40:00,2017-03-09 06:42:00,144.563,New Hampshire Ave & 24th St NW,24th & N St NW,Subscriber
91223,2017-01-18 22:03:00,2017-01-18 22:13:00,576.729,17th & Corcoran St NW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
1646438,2017-06-23 08:15:08,2017-06-23 08:22:18,430.461,15th & F St NE,Columbus Circle / Union Station,Subscriber
1001663,2017-04-30 02:57:16,2017-04-30 03:00:13,177.565,8th & F St NE,Columbus Circle / Union Station,Subscriber
851676,2017-04-16 11:22:00,2017-04-16 12:43:12,4872.16,15th & L St NW,Pentagon City Metro / 12th & S Hayes St,Customer
797576,2017-04-13 05:44:19,2017-04-13 05:47:49,209.94400000000002,5th & K St NW,3rd & H St NW,Subscriber
701402,2017-04-05 07:18:16,2017-04-05 07:36:08,1072.441,13th & D St NE,7th & E St SW,Subscriber
473600,2017-03-09 18:48:00,2017-03-09 18:56:00,498.093,Smithsonian-National Mall / Jefferson Dr & 12th St SW,17th St & Independence Ave SW,Customer
1527478,2017-06-14 05:31:17,2017-06-14 05:38:45,447.176,18th St & Pennsylvania Ave NW,Jefferson Dr & 14th St SW,Subscriber
187048,2017-02-02 15:12:00,2017-02-02 15:19:00,418.26199999999994,M St & Pennsylvania Ave NW,37th & O St NW / Georgetown University,Subscriber
652204,2017-04-01 06:57:39,2017-04-01 07:13:14,935.012,Old Georgetown Rd & Southwick St,Medical Center Metro ,Subscriber
77836,2017-01-16 19:00:00,2017-01-16 19:07:00,435.667,14th & V St NW,California St & Florida Ave NW,Subscriber
1274419,2017-05-24 11:56:34,2017-05-24 12:02:29,354.62300000000005,16th & Harvard St NW,20th St & Florida Ave NW,Customer
828817,2017-04-15 04:04:52,2017-04-15 04:11:24,391.655,14th & Harvard St NW,14th & Belmont St NW,Subscriber
1082169,2017-05-07 10:28:47,2017-05-07 10:47:46,1138.982,Georgia & New Hampshire Ave NW,17th St & Massachusetts Ave NW,Subscriber
618753,2017-03-28 20:39:00,2017-03-28 22:02:00,5012.312,D St & Maryland Ave NE,3rd & D St SE,Subscriber
1362883,2017-06-01 08:53:09,2017-06-01 09:22:31,1761.368,Metro Center / 12th & G St NW,13th St & New York Ave NW,Subscriber
368427,2017-02-24 18:42:00,2017-02-24 18:47:00,304.58799999999997,14th & V St NW,15th & P St NW,Customer
1697388,2017-06-27 05:20:11,2017-06-27 05:28:01,469.249,19th & G St NW,18th & R St NW,Subscriber
718756,2017-04-07 08:11:41,2017-04-07 08:14:29,168.118,14th & Rhode Island Ave NW,Rhode Island & Connecticut Ave NW,Subscriber
822953,2017-04-14 12:03:50,2017-04-14 12:36:46,1975.352,Jefferson Dr & 14th St SW,17th St & Independence Ave SW,Customer
602225,2017-03-27 15:06:00,2017-03-27 15:09:00,158.179,7th & F St NW/Portrait Gallery,Metro Center / 12th & G St NW,Subscriber
74914,2017-01-16 10:59:00,2017-01-16 11:14:00,900.3639999999999,N Pershing Dr & Wayne St,Utah St & 11th St N ,Customer
195503,2017-02-03 17:30:00,2017-02-03 17:42:00,686.837,17th & Rhode Island Ave NW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
716751,2017-04-07 06:00:07,2017-04-07 06:06:22,375.699,17th St & Massachusetts Ave NW,14th St & New York Ave NW,Subscriber
984113,2017-04-28 12:25:57,2017-04-28 01:30:14,3856.72,Powhatan St & Bashford Ln,Lincoln Memorial,Customer
435357,2017-03-06 06:10:00,2017-03-06 06:17:00,383.32300000000004,Neal St & Trinidad Ave NE,M St & Delaware Ave NE,Subscriber
1612626,2017-06-21 03:03:31,2017-06-21 03:10:16,404.75800000000004,5th & K St NW,15th & K St NW,Subscriber
1359117,2017-06-01 07:00:25,2017-06-01 07:06:18,353.476,Lincoln Park / 13th & East Capitol St NE ,Columbus Circle / Union Station,Subscriber
141369,2017-01-26 17:30:00,2017-01-26 17:38:00,510.76,21st & M St NW,14th & L St NW,Subscriber
1394416,2017-06-04 01:12:35,2017-06-04 01:28:04,928.932,4th St & Madison Dr NW,Florida Ave & R St NW,Subscriber
1645653,2017-06-23 07:44:57,2017-06-23 07:55:43,645.638,14th & V St NW,24th & N St NW,Subscriber
789255,2017-04-12 08:55:10,2017-04-12 09:25:09,1799.386,18th & R St NW,14th & V St NW,Subscriber
1326148,2017-05-29 09:23:10,2017-05-29 11:11:48,6517.882,4th St & Madison Dr NW,8th & H St NW,Customer
104883,2017-01-21 08:14:00,2017-01-21 09:08:00,3286.335,17th St & Massachusetts Ave NW,Constitution Ave & 2nd St NW/DOL,Customer
