,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
873495,2017-05-17 16:40:36,2017-05-17 16:49:00,504,Michigan Ave & Washington St,Clinton St & Washington Blvd,Subscriber,Male,1956.0
546147,2017-04-15 13:23:53,2017-04-15 13:47:55,1442,Streeter Dr & Grand Ave,Shedd Aquarium,Subscriber,Male,1988.0
322078,2017-03-08 19:32:18,2017-03-08 19:36:03,225,Clark St & Wellington Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1994.0
189121,2017-02-17 11:53:07,2017-02-17 12:06:20,793,Halsted St & Blackhawk St (*),Clinton St & Washington Blvd,Subscriber,Male,1986.0
487124,2017-04-09 10:39:33,2017-04-09 10:42:31,178,Clark St & 9th St (AMLI),State St & Harrison St,Subscriber,Male,1994.0
829255,2017-05-14 14:49:55,2017-05-14 15:40:35,3040,Drake Ave & Fullerton Ave,Clark St & North Ave,Customer,,
1093133,2017-06-03 16:39:58,2017-06-03 17:02:14,1336,Streeter Dr & Grand Ave,Shedd Aquarium,Customer,,
1472868,2017-06-26 08:18:22,2017-06-26 08:47:08,1726,Lakeview Ave & Fullerton Pkwy,Indiana Ave & Roosevelt Rd,Subscriber,Male,1985.0
542584,2017-04-15 11:17:22,2017-04-15 11:25:13,471,Lincoln Ave & Fullerton Ave,Hampden Ct & Diversey Pkwy,Customer,,
1431503,2017-06-23 20:08:51,2017-06-23 21:19:38,4247,Lake Shore Dr & Monroe St,Lake Shore Dr & Monroe St,Customer,,
1411709,2017-06-22 17:51:51,2017-06-22 18:05:31,820,Sedgwick St & Huron St,Ashland Ave & Blackhawk St,Subscriber,Male,1985.0
264942,2017-02-26 19:08:19,2017-02-26 19:15:42,443,Desplaines St & Jackson Blvd,Desplaines St & Kinzie St,Subscriber,Male,1978.0
1332756,2017-06-18 09:48:04,2017-06-18 10:57:59,4195,Streeter Dr & Grand Ave,Streeter Dr & Grand Ave,Customer,,
227165,2017-02-20 16:35:22,2017-02-20 17:03:44,1702,McCormick Place,Lake Shore Dr & Monroe St,Customer,,
624550,2017-04-22 13:05:41,2017-04-22 13:31:57,1576,Field Blvd & South Water St,Lake Shore Dr & North Blvd,Customer,,
645795,2017-04-24 11:30:54,2017-04-24 11:59:08,1694,Loomis St & Jackson Blvd,Michigan Ave & Washington St,Subscriber,Female,1948.0
554674,2017-04-15 18:33:51,2017-04-15 19:03:21,1770,Lake Shore Dr & North Blvd,Fairbanks Ct & Grand Ave,Customer,,
1095180,2017-06-03 17:52:12,2017-06-03 18:08:40,988,Lake Shore Dr & Monroe St,Burnham Harbor,Subscriber,Male,1990.0
302375,2017-03-06 08:06:33,2017-03-06 08:19:28,775,Clark St & 9th St (AMLI),Sangamon St & Washington Blvd (*),Subscriber,Male,1962.0
504238,2017-04-10 17:53:10,2017-04-10 17:59:52,402,Halsted St & Blackhawk St (*),Wells St & Elm St,Subscriber,Female,1995.0
1388701,2017-06-21 14:14:21,2017-06-21 15:07:52,3211,Daley Center Plaza,Sheffield Ave & Waveland Ave,Customer,,
1348878,2017-06-19 07:14:28,2017-06-19 07:17:37,189,Clinton St & Lake St,Canal St & Madison St,Subscriber,Male,1980.0
1036668,2017-05-31 13:36:40,2017-05-31 14:04:45,1685,Stockton Dr & Wrightwood Ave,Streeter Dr & Grand Ave,Customer,,
454510,2017-04-04 17:11:17,2017-04-04 17:22:18,661,State St & Pearson St,Ogden Ave & Chicago Ave,Subscriber,Male,1960.0
1015481,2017-05-29 21:52:15,2017-05-29 22:16:44,1469,State St & Randolph St,LaSalle St & Illinois St,Customer,,
762224,2017-05-08 15:54:10,2017-05-08 16:14:50,1240,Sheffield Ave & Willow St,Talman Ave & Addison St,Subscriber,Male,1971.0
685321,2017-04-27 17:26:52,2017-04-27 17:45:39,1127,Dearborn St & Monroe St,Morgan Ave & 14th Pl,Subscriber,Female,1983.0
287655,2017-03-02 20:18:07,2017-03-02 20:20:55,168,McClurg Ct & Erie St,St. Clair St & Erie St,Subscriber,Male,1965.0
102292,2017-01-29 20:54:42,2017-01-29 20:58:43,241,McClurg Ct & Erie St,Dearborn St & Erie St,Subscriber,Male,1991.0
1202607,2017-06-10 00:23:56,2017-06-10 00:46:09,1333,Kedzie Ave & Milwaukee Ave,Artesian Ave & Hubbard St,Subscriber,Male,1984.0
555994,2017-04-15 19:56:37,2017-04-15 20:18:36,1319,Clark St & Lincoln Ave,Michigan Ave & Pearson St,Customer,,
1117345,2017-06-05 06:03:49,2017-06-05 06:08:04,255,Southport Ave & Clybourn Ave,Bissell St & Armitage Ave,Subscriber,Male,1981.0
1468137,2017-06-25 19:09:14,2017-06-25 19:18:58,584,Michigan Ave & Lake St,Michigan Ave & Madison St,Subscriber,Male,1995.0
385537,2017-03-23 09:43:11,2017-03-23 09:50:26,435,Hampden Ct & Diversey Pkwy,Southport Ave & Wellington Ave,Subscriber,Female,1984.0
1360528,2017-06-19 18:45:12,2017-06-19 19:07:01,1309,Rush St & Hubbard St,Wood St & Milwaukee Ave,Subscriber,Male,1966.0
233783,2017-02-21 14:51:34,2017-02-21 15:07:02,928,Shedd Aquarium,Streeter Dr & Grand Ave,Customer,,
746646,2017-05-06 15:55:31,2017-05-06 16:00:40,309,California Ave & North Ave,California Ave & Milwaukee Ave,Subscriber,Male,1992.0
93807,2017-01-26 20:14:49,2017-01-26 20:25:04,615,Morgan St & Polk St,Clinton St & Madison St,Subscriber,Female,1984.0
762396,2017-05-08 16:08:10,2017-05-08 16:12:47,277,Sheridan Rd & Noyes St (NU),Chicago Ave & Sheridan Rd,Subscriber,Male,1997.0
1044376,2017-05-31 19:43:45,2017-05-31 19:50:49,424,Southport Ave & Clybourn Ave,Lincoln Ave & Diversey Pkwy,Subscriber,Female,1976.0
1441059,2017-06-24 13:34:28,2017-06-24 13:52:12,1064,Streeter Dr & Grand Ave,Lake Shore Dr & North Blvd,Customer,,
103589,2017-01-30 08:54:51,2017-01-30 09:03:27,516,Western Ave & Congress Pkwy,Washtenaw Ave & 15th St (*),Subscriber,Male,1966.0
1366065,2017-06-20 08:06:40,2017-06-20 08:25:37,1137,Lake Shore Dr & Diversey Pkwy,Michigan Ave & Oak St,Subscriber,Female,1993.0
1271321,2017-06-13 21:46:40,2017-06-13 21:53:16,396,LaSalle St & Illinois St,McClurg Ct & Illinois St,Subscriber,Male,1965.0
22450,2017-01-09 17:30:34,2017-01-09 17:38:22,468,Orleans St & Ohio St,Clinton St & Madison St,Subscriber,Male,1981.0
695928,2017-04-28 19:22:19,2017-04-28 19:27:01,282,Rush St & Cedar St,Clark St & North Ave,Subscriber,Male,1985.0
534464,2017-04-14 14:01:34,2017-04-14 14:54:20,3166,Cannon Dr & Fullerton Ave,Streeter Dr & Grand Ave,Customer,,
1454768,2017-06-25 09:08:16,2017-06-25 09:23:20,904,Shore Dr & 55th St,Shore Dr & 55th St,Subscriber,Female,1993.0
274927,2017-02-28 09:42:46,2017-02-28 09:48:33,347,Clinton St & Washington Blvd,State St & Randolph St,Subscriber,Male,1991.0
131169,2017-02-06 07:43:49,2017-02-06 07:51:48,479,Columbus Dr & Randolph St,Franklin St & Quincy St,Subscriber,Male,1980.0
1276049,2017-06-14 09:31:29,2017-06-14 09:41:15,586,Wabash Ave & Grand Ave,McClurg Ct & Illinois St,Customer,,
1467250,2017-06-25 18:22:11,2017-06-25 18:31:38,567,Streeter Dr & Grand Ave,Michigan Ave & Oak St,Subscriber,Male,1992.0
842115,2017-05-15 16:23:43,2017-05-15 16:32:23,520,Wells St & Polk St,Daley Center Plaza,Subscriber,Male,1973.0
1358351,2017-06-19 17:23:56,2017-06-19 17:25:39,103,Clinton St & Lake St,Desplaines St & Randolph St,Subscriber,Male,1980.0
977611,2017-05-27 15:57:02,2017-05-27 16:04:21,439,Michigan Ave & Jackson Blvd,Indiana Ave & Roosevelt Rd,Subscriber,Male,1993.0
1418433,2017-06-23 08:50:57,2017-06-23 09:09:48,1131,Blue Island Ave & 18th St,Franklin St & Monroe St,Subscriber,Male,1988.0
472524,2017-04-07 19:15:05,2017-04-07 19:33:11,1086,Franklin St & Quincy St,Wabash Ave & 16th St,Subscriber,Male,1994.0
1068812,2017-06-02 12:39:09,2017-06-02 12:49:04,595,Larrabee St & Menomonee St,Kingsbury St & Kinzie St,Subscriber,Male,1992.0
288256,2017-03-03 06:44:30,2017-03-03 06:51:33,423,Clinton St & Washington Blvd,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1960.0
1127932,2017-06-05 17:25:59,2017-06-05 17:36:09,610,Kingsbury St & Erie St,Lake Shore Dr & Ohio St,Subscriber,Male,1991.0
1371690,2017-06-20 15:01:29,2017-06-20 15:14:21,772,McClurg Ct & Illinois St,Michigan Ave & Oak St,Customer,,
667542,2017-04-25 20:24:26,2017-04-25 20:55:10,1844,Lake Shore Dr & Diversey Pkwy,Rush St & Hubbard St,Subscriber,Male,1976.0
1034549,2017-05-31 10:16:16,2017-05-31 10:19:13,177,California Ave & 23rd Pl,California Ave & 21st St,Subscriber,Male,1970.0
524404,2017-04-13 09:30:37,2017-04-13 09:37:19,402,Larrabee St & North Ave,Larrabee St & Kingsbury St,Subscriber,Male,1976.0
297939,2017-03-05 12:51:46,2017-03-05 13:10:27,1121,Lake Shore Dr & North Blvd,St. Clair St & Erie St,Subscriber,Male,1993.0
1086553,2017-06-03 12:29:58,2017-06-03 12:47:09,1031,Southport Ave & Belmont Ave,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1983.0
623492,2017-04-22 11:42:01,2017-04-22 12:17:20,2119,LaSalle St & Jackson Blvd,Lake Shore Dr & Monroe St,Customer,,
889344,2017-05-18 17:22:54,2017-05-18 17:40:36,1062,Lake Shore Dr & Monroe St,St. Clair St & Erie St,Customer,,
63990,2017-01-21 12:19:41,2017-01-21 13:26:41,4020,Sheridan Rd & Loyola Ave,Streeter Dr & Grand Ave,Customer,,
1042430,2017-05-31 18:15:07,2017-05-31 18:33:22,1095,Orleans St & Ohio St,Clark St & North Ave,Subscriber,Female,1990.0
1262338,2017-06-13 14:00:52,2017-06-13 14:18:12,1040,Adler Planetarium,Lake Shore Dr & Monroe St,Customer,,
1504659,2017-06-27 20:20:59,2017-06-27 20:25:19,260,Sheffield Ave & Fullerton Ave,Southport Ave & Wrightwood Ave,Subscriber,Male,1985.0
1538208,2017-06-30 09:08:47,2017-06-30 09:18:10,563,Clinton St & Madison St,Canal St & Taylor St,Subscriber,Female,1969.0
905934,2017-05-21 09:19:14,2017-05-21 09:22:10,176,Clark St & Elm St,Wells St & Evergreen Ave,Subscriber,Male,1987.0
1093821,2017-06-03 17:02:45,2017-06-03 17:25:43,1378,Shedd Aquarium,Streeter Dr & Grand Ave,Customer,,
347600,2017-03-16 08:13:19,2017-03-16 08:17:35,256,Jefferson St & Monroe St,LaSalle St & Jackson Blvd,Subscriber,Male,1979.0
547482,2017-04-15 14:08:18,2017-04-15 14:38:13,1795,Michigan Ave & Jackson Blvd,Lake Shore Dr & Diversey Pkwy,Subscriber,Male,1970.0
262812,2017-02-26 11:42:55,2017-02-26 11:50:06,431,Broadway & Waveland Ave,Southport Ave & Clark St,Subscriber,Male,1957.0
770497,2017-05-09 16:08:18,2017-05-09 16:32:52,1474,Shedd Aquarium,Fairbanks Ct & Grand Ave,Customer,,
645935,2017-04-24 11:45:04,2017-04-24 12:08:24,1400,Shore Dr & 55th St,Lake Park Ave & 35th St,Subscriber,Female,1949.0
1089651,2017-06-03 14:32:07,2017-06-03 15:00:47,1720,Michigan Ave & Oak St,Field Museum,Customer,,
566126,2017-04-16 18:35:19,2017-04-16 18:40:45,326,Damen Ave & Cortland St,Western Ave & Winnebago Ave,Subscriber,Female,1985.0
194633,2017-02-17 19:16:47,2017-02-17 19:37:36,1249,Lincoln Ave & Diversey Pkwy,Sheridan Rd & Lawrence Ave,Subscriber,Male,1993.0
1063156,2017-06-02 06:16:36,2017-06-02 06:40:38,1442,Hampden Ct & Diversey Pkwy,LaSalle St & Jackson Blvd,Subscriber,Male,1962.0
1288676,2017-06-15 12:06:37,2017-06-15 12:23:57,1040,Cityfront Plaza Dr & Pioneer Ct,Streeter Dr & Grand Ave,Customer,,
1059290,2017-06-01 18:32:34,2017-06-01 18:35:13,159,Sheffield Ave & Fullerton Ave,Racine Ave & Fullerton Ave,Subscriber,Male,1995.0
724505,2017-05-04 02:00:16,2017-05-04 02:04:45,269,Lincoln Ave & Diversey Pkwy,Racine Ave & Belmont Ave,Subscriber,Male,1995.0
300798,2017-03-05 19:41:13,2017-03-05 19:54:13,780,Rhodes Ave & 32nd St,MLK Jr Dr & 29th St,Subscriber,Female,1990.0
300818,2017-03-05 19:49:38,2017-03-05 19:53:57,259,Clark St & Armitage Ave,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1978.0
24265,2017-01-10 08:41:21,2017-01-10 08:53:56,755,Clinton St & Madison St,Columbus Dr & Randolph St,Subscriber,Male,1984.0
22053,2017-01-09 16:49:30,2017-01-09 17:00:36,666,Clinton St & Washington Blvd,Dearborn St & Erie St,Subscriber,Male,1982.0
1207545,2017-06-10 11:56:13,2017-06-10 12:19:22,1389,Michigan Ave & Oak St,Clark St & Wrightwood Ave,Subscriber,Male,1978.0
418218,2017-03-29 07:38:58,2017-03-29 07:47:37,519,Canal St & Adams St,Michigan Ave & Lake St,Subscriber,Male,1978.0
1103377,2017-06-04 11:02:31,2017-06-04 12:37:44,5713,Mies van der Rohe Way & Chicago Ave,Mies van der Rohe Way & Chicago Ave,Customer,,
346665,2017-03-15 20:48:49,2017-03-15 20:54:56,367,Halsted St & Polk St,Franklin St & Jackson Blvd,Subscriber,Male,1987.0
1094021,2017-06-03 17:09:52,2017-06-03 18:14:37,3885,Dearborn St & Erie St,Lakeview Ave & Fullerton Pkwy,Customer,,
1489668,2017-06-27 07:49:50,2017-06-27 07:57:56,486,Lincoln Ave & Roscoe St,Southport Ave & Wellington Ave,Subscriber,Male,1986.0
365788,2017-03-20 08:15:42,2017-03-20 08:31:02,920,Wells St & Concord Ln,LaSalle St & Washington St,Subscriber,Male,1992.0
781093,2017-05-10 17:01:46,2017-05-10 17:24:54,1388,Columbus Dr & Randolph St,Theater on the Lake,Subscriber,Male,1987.0
436139,2017-04-01 15:17:02,2017-04-01 15:30:06,784,Hampden Ct & Diversey Pkwy,Clark St & Schiller St,Subscriber,Male,1985.0
1004036,2017-05-29 13:05:03,2017-05-29 13:14:34,571,Kingsbury St & Erie St,Clark St & Elm St,Subscriber,Male,1941.0
1355432,2017-06-19 14:43:43,2017-06-19 14:47:29,226,Clark St & 9th St (AMLI),State St & Harrison St,Subscriber,Male,1971.0
206596,2017-02-18 16:54:51,2017-02-18 17:10:26,935,Ravenswood Ave & Balmoral Ave,Clark St & Grace St,Subscriber,Male,1982.0
422474,2017-03-29 17:56:20,2017-03-29 18:05:18,538,Blackstone Ave & Hyde Park Blvd,University Ave & 57th St,Subscriber,Male,1984.0
400578,2017-03-25 13:42:55,2017-03-25 14:51:08,4093,Lake Shore Dr & Monroe St,Adler Planetarium,Customer,,
489518,2017-04-09 12:46:44,2017-04-09 13:01:14,870,Lake Shore Dr & North Blvd,Lakeview Ave & Fullerton Pkwy,Customer,,
480635,2017-04-08 15:41:57,2017-04-08 15:47:10,313,Theater on the Lake,Theater on the Lake,Customer,,
529505,2017-04-13 20:21:28,2017-04-13 20:32:16,648,Western Ave & Walton St,Western Ave & Winnebago Ave,Subscriber,Male,1956.0
345100,2017-03-15 16:23:46,2017-03-15 16:36:06,740,Columbus Dr & Randolph St,Canal St & Monroe St (*),Subscriber,Male,1969.0
1392556,2017-06-21 17:16:05,2017-06-21 17:28:47,762,LaSalle St & Adams St,Streeter Dr & Grand Ave,Subscriber,Male,1995.0
1326876,2017-06-17 16:21:59,2017-06-17 16:30:23,504,Broadway & Barry Ave,Pine Grove Ave & Waveland Ave,Subscriber,Male,1995.0
526694,2017-04-13 16:43:44,2017-04-13 16:50:19,395,Canal St & Taylor St,Canal St & Monroe St (*),Subscriber,Male,1970.0
488695,2017-04-09 12:11:13,2017-04-09 12:29:33,1100,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Customer,,
57775,2017-01-20 07:39:31,2017-01-20 07:42:23,172,Campbell Ave & Montrose Ave,Rockwell St & Eastwood Ave,Subscriber,Male,1980.0
412974,2017-03-28 10:04:56,2017-03-28 10:13:12,496,St. Clair St & Erie St,Franklin St & Chicago Ave,Subscriber,Male,1962.0
781602,2017-05-10 17:30:58,2017-05-10 17:45:51,893,Franklin St & Monroe St,Wells St & Elm St,Subscriber,Male,1976.0
1144759,2017-06-06 17:43:39,2017-06-06 17:52:15,516,Clinton St & Washington Blvd,Michigan Ave & Washington St,Subscriber,Male,1988.0
974508,2017-05-27 14:03:49,2017-05-27 14:06:35,166,Milwaukee Ave & Wabansia Ave,Damen Ave & Pierce Ave,Subscriber,Male,1968.0
885053,2017-05-18 13:29:07,2017-05-18 13:30:31,84,Broadway & Wilson Ave,Broadway & Wilson Ave,Subscriber,Female,1994.0
84942,2017-01-25 07:30:27,2017-01-25 07:32:51,144,LaSalle St & Jackson Blvd,Dearborn St & Monroe St,Subscriber,Male,1958.0
1047985,2017-06-01 07:46:23,2017-06-01 07:52:14,351,Field Blvd & South Water St,Michigan Ave & Washington St,Subscriber,Male,1988.0
1462826,2017-06-25 15:23:48,2017-06-25 15:25:20,92,Damen Ave & Augusta Blvd,Damen Ave & Chicago Ave,Subscriber,Male,1991.0
695709,2017-04-28 18:56:01,2017-04-28 19:06:58,657,Prairie Ave & Garfield Blvd,Lake Park Ave & 56th St,Subscriber,Male,1963.0
1026105,2017-05-30 17:33:51,2017-05-30 17:39:47,356,Kingsbury St & Erie St,Orleans St & Elm St (*),Subscriber,Male,1990.0
295997,2017-03-04 19:30:23,2017-03-04 19:41:01,638,Marshfield Ave & Cortland St,Logan Blvd & Elston Ave,Subscriber,Female,1982.0
932760,2017-05-23 10:31:59,2017-05-23 10:55:00,1381,Clinton St & Lake St,May St & Taylor St,Customer,,
225304,2017-02-20 14:22:40,2017-02-20 14:45:23,1363,Leavitt St & Armitage Ave,Albany Ave & Bloomingdale Ave,Subscriber,Female,1983.0
995443,2017-05-28 18:06:47,2017-05-28 18:27:32,1245,Clark St & Winnemac Ave,Sheridan Rd & Buena Ave,Subscriber,Male,1960.0
52359,2017-01-18 19:10:21,2017-01-18 19:19:07,526,Franklin St & Lake St,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1993.0
502057,2017-04-10 12:39:03,2017-04-10 13:28:34,2971,63rd St Beach,63rd St Beach,Customer,,
318370,2017-03-08 11:01:50,2017-03-08 11:05:56,246,Ashland Ave & Wrightwood Ave,Racine Ave & Fullerton Ave,Subscriber,Male,1984.0
857894,2017-05-16 16:42:35,2017-05-16 17:06:39,1444,Theater on the Lake,Lakefront Trail & Bryn Mawr Ave,Customer,,
941808,2017-05-24 16:04:32,2017-05-24 16:17:31,779,Dearborn St & Adams St,Larrabee St & Kingsbury St,Subscriber,Male,1963.0
41426,2017-01-15 22:02:37,2017-01-15 22:09:56,439,Ravenswood Ave & Lawrence Ave,Clifton Ave & Lawrence Ave,Subscriber,Male,1981.0
961126,2017-05-26 08:36:54,2017-05-26 08:49:36,762,Green St & Madison St,Franklin St & Chicago Ave,Subscriber,Male,1976.0
365278,2017-03-20 07:28:57,2017-03-20 07:42:27,810,McClurg Ct & Illinois St,Larrabee St & Kingsbury St,Subscriber,Male,1988.0
846067,2017-05-15 18:29:47,2017-05-15 18:37:30,463,Broadway & Berwyn Ave,Sheridan Rd & Lawrence Ave,Subscriber,Female,1983.0
1200742,2017-06-09 19:59:43,2017-06-09 20:24:09,1466,Theater on the Lake,Lakefront Trail & Bryn Mawr Ave,Subscriber,Male,1960.0
414002,2017-03-28 14:31:00,2017-03-28 14:39:53,533,LaSalle St & Illinois St,Dearborn St & Monroe St,Subscriber,Male,1993.0
901027,2017-05-20 13:35:52,2017-05-20 13:40:07,255,Michigan Ave & 18th St,Wabash Ave & Roosevelt Rd,Subscriber,Male,1980.0
887434,2017-05-18 16:20:39,2017-05-18 16:25:05,266,Franklin St & Monroe St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1991.0
1205032,2017-06-10 10:03:48,2017-06-10 10:28:34,1486,Lake Shore Dr & North Blvd,Lake Shore Dr & North Blvd,Customer,,
427358,2017-03-31 08:12:56,2017-03-31 08:27:56,900,Damen Ave & Division St,Clinton St & Lake St,Subscriber,Male,1987.0
23106,2017-01-09 20:29:44,2017-01-09 20:48:14,1110,Wells St & Concord Ln,Damen Ave & Chicago Ave,Subscriber,Male,1988.0
872980,2017-05-17 16:16:46,2017-05-17 16:21:51,305,Franklin St & Quincy St,Michigan Ave & Jackson Blvd,Subscriber,Male,1967.0
886790,2017-05-18 15:49:33,2017-05-18 16:05:37,964,Broadway & Cornelia Ave,Halsted St & Wrightwood Ave,Subscriber,Male,1963.0
204800,2017-02-18 15:45:21,2017-02-18 16:09:54,1473,Clark St & North Ave,Theater on the Lake,Customer,,
537964,2017-04-14 17:54:00,2017-04-14 18:01:40,460,Fairbanks Ct & Grand Ave,Wabash Ave & Wacker Pl,Customer,,
1068632,2017-06-02 12:27:54,2017-06-02 12:30:18,144,LaSalle St & Jackson Blvd,LaSalle St & Washington St,Subscriber,Male,1988.0
224931,2017-02-20 13:54:35,2017-02-20 14:10:51,976,Clinton St & Jackson Blvd,Dusable Harbor,Subscriber,Male,1968.0
1244223,2017-06-12 11:41:29,2017-06-12 12:01:42,1213,Damen Ave & Melrose Ave,Sheffield Ave & Waveland Ave,Customer,,
297519,2017-03-05 11:57:50,2017-03-05 12:26:22,1712,Mies van der Rohe Way & Chestnut St,Shedd Aquarium,Customer,,
651429,2017-04-24 17:58:00,2017-04-24 18:27:01,1741,Financial Pl & Congress Pkwy,Leavitt St & North Ave,Subscriber,Male,1984.0
628813,2017-04-22 18:50:26,2017-04-22 18:59:59,573,Wells St & Evergreen Ave,Bissell St & Armitage Ave,Subscriber,Male,1991.0
700383,2017-05-01 04:38:17,2017-05-01 04:44:53,396,Halsted St & Roscoe St,Halsted St & Diversey Pkwy,Subscriber,Male,1985.0
949053,2017-05-25 09:38:55,2017-05-25 10:03:21,1466,California Ave & Lake St,Halsted St & Blackhawk St (*),Subscriber,Male,1992.0
992960,2017-05-28 16:10:52,2017-05-28 16:27:01,969,Damen Ave & Clybourn Ave,Wilton Ave & Belmont Ave,Subscriber,Female,1988.0
1183479,2017-06-08 21:41:21,2017-06-08 22:06:48,1527,Theater on the Lake,Broadway & Belmont Ave,Subscriber,Male,1990.0
1019724,2017-05-30 10:09:27,2017-05-30 10:54:09,2682,Michigan Ave & Oak St,Michigan Ave & Oak St,Customer,,
1486387,2017-06-26 20:21:17,2017-06-26 20:25:58,281,Morgan St & Polk St,Loomis St & Taylor St (*),Subscriber,Male,1989.0
1484941,2017-06-26 18:58:49,2017-06-26 19:16:15,1046,Wabash Ave & Roosevelt Rd,Burnham Harbor,Customer,,
1499678,2017-06-27 17:21:37,2017-06-27 17:32:45,668,Wilton Ave & Belmont Ave,Sheridan Rd & Buena Ave,Subscriber,Male,1965.0
818632,2017-05-13 17:24:13,2017-05-13 17:35:50,697,Wells St & Elm St,State St & Pearson St,Customer,,
1309379,2017-06-16 16:33:39,2017-06-16 16:41:31,472,Morgan St & Polk St,Clinton St & Jackson Blvd,Subscriber,Female,1977.0
554347,2017-04-15 18:15:00,2017-04-15 18:40:53,1553,Lake Shore Dr & Monroe St,Lake Shore Dr & Monroe St,Customer,,
1128549,2017-06-05 17:42:50,2017-06-05 18:00:53,1083,Western Ave & Winnebago Ave,Kosciuszko Park,Subscriber,Male,1981.0
49311,2017-01-18 09:25:35,2017-01-18 09:27:35,120,Kingsbury St & Erie St,Larrabee St & Kingsbury St,Subscriber,Male,1982.0
677976,2017-04-26 17:55:03,2017-04-26 17:58:06,183,Clinton St & Lake St,Canal St & Adams St,Subscriber,Male,1989.0
410943,2017-03-28 04:35:09,2017-03-28 04:45:48,639,Bissell St & Armitage Ave,Clark St & Elm St,Subscriber,Male,1991.0
363029,2017-03-19 15:54:21,2017-03-19 16:00:11,350,Daley Center Plaza,Michigan Ave & Jackson Blvd,Subscriber,Male,1994.0
546018,2017-04-15 13:19:53,2017-04-15 13:25:32,339,Lake Shore Dr & Diversey Pkwy,Wilton Ave & Diversey Pkwy,Subscriber,Male,1993.0
1109560,2017-06-04 15:35:45,2017-06-04 15:49:25,820,Canal St & Taylor St,Michigan Ave & Congress Pkwy,Customer,,
227411,2017-02-20 16:49:40,2017-02-20 17:04:39,899,State St & Kinzie St,Clark St & Armitage Ave,Subscriber,Male,1973.0
855778,2017-05-16 14:30:31,2017-05-16 14:43:36,785,State St & Harrison St,Halsted St & Maxwell St,Subscriber,Male,1984.0
1366244,2017-06-20 08:13:06,2017-06-20 08:21:19,493,Aberdeen St & Monroe St,Clinton St & Jackson Blvd,Subscriber,Male,1976.0
132323,2017-02-06 09:54:39,2017-02-06 09:57:46,187,Damen Ave & Chicago Ave,Damen Ave & Division St,Subscriber,Female,1979.0
1218468,2017-06-10 19:14:20,2017-06-10 19:37:34,1394,McClurg Ct & Illinois St,Lake Shore Dr & Belmont Ave,Subscriber,Male,1992.0
599544,2017-04-19 18:49:56,2017-04-19 19:03:26,810,Canal St & Madison St,Dearborn St & Erie St,Subscriber,Female,1991.0
384425,2017-03-23 07:46:38,2017-03-23 08:00:22,824,Clark St & Congress Pkwy,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1972.0
175267,2017-02-14 21:55:11,2017-02-14 22:08:36,805,McClurg Ct & Illinois St,Wabash Ave & 8th St,Subscriber,Male,1987.0
1073244,2017-06-02 16:30:52,2017-06-02 16:42:39,707,Ashland Ave & 13th St,900 W Harrison St,Subscriber,Male,1989.0
1298255,2017-06-15 19:50:46,2017-06-15 19:53:12,146,Ashland Ave & Grand Ave,Ashland Ave & Lake St,Subscriber,Male,1989.0
1328197,2017-06-17 17:45:42,2017-06-17 18:04:12,1110,Clark St & Elm St,Streeter Dr & Grand Ave,Customer,,
1275156,2017-06-14 08:37:49,2017-06-14 08:51:11,802,Ashland Ave & Augusta Blvd,Peoria St & Jackson Blvd,Subscriber,Female,1992.0
711376,2017-05-02 17:01:07,2017-05-02 17:06:11,304,LaSalle St & Illinois St,Clinton St & Washington Blvd,Subscriber,Male,1993.0
965567,2017-05-26 14:50:29,2017-05-26 14:57:56,447,State St & 33rd St,MLK Jr Dr & 29th St,Subscriber,Male,1993.0
580756,2017-04-18 08:02:04,2017-04-18 08:13:29,685,Canal St & Adams St,Dearborn St & Adams St,Subscriber,Male,1969.0
683964,2017-04-27 15:45:14,2017-04-27 15:54:14,540,Morgan St & Lake St,Clinton St & Jackson Blvd,Subscriber,Male,1971.0
876368,2017-05-17 18:15:35,2017-05-17 18:26:41,666,Dearborn St & Erie St,LaSalle St & Jackson Blvd,Subscriber,Male,1984.0
695733,2017-04-28 18:58:20,2017-04-28 19:03:50,330,Fairbanks Ct & Grand Ave,Rush St & Superior St,Customer,,
650855,2017-04-24 17:38:00,2017-04-24 17:43:03,303,Cannon Dr & Fullerton Ave,Lake Shore Dr & Belmont Ave,Subscriber,Male,1966.0
475847,2017-04-08 12:02:31,2017-04-08 12:17:42,911,Kimbark Ave & 53rd St,Prairie Ave & 43rd St,Subscriber,Female,1948.0
11277,2017-01-04 19:39:04,2017-01-04 20:12:02,1978,Indiana Ave & Roosevelt Rd,Theater on the Lake,Subscriber,Male,1982.0
891058,2017-05-18 18:17:26,2017-05-18 18:28:50,684,Lakeview Ave & Fullerton Pkwy,Clark St & Armitage Ave,Subscriber,Male,1972.0
